"Episcopal Church of the Resurrection",30.34469,-97.73578,78757,0.16666666666666666,Place
"Heritage Boot",30.2522,-97.74915,78704,,Place
"Wet Salon and Studio",30.25271,-97.74835,78704,1.6666666666666667,Place
"Manuel's Tavern",33.77016,-84.35283,30307,0.0,Place
"Uchi",30.2577,-97.75979,78704,2.5,Place
"Lucy In Disguise with Diamonds",30.24869,-97.75022,78704,,Place
"Alamo Drafthouse Cinema",30.25565,-97.76173,78704,4.333333333333333,Place
"Lamar Donut",30.25205,-97.76391,78704,2.5,Place
"Thom's Market",30.26162,-97.75963,78704,2.3333333333333335,Place
"Dave's Fresh Pasta",42.39872,-71.12416,02144,4.666666666666667,Place
"Home Slice Pizza",30.24924,-97.74958,78704,4.0,Place
"Everybody's Pizza",33.78807,-84.32569,30307,0.0,Place
"University of Texas",30.28161,-97.73149,78712,,Place
"Boston Burger Co",42.39694,-71.1223,02144,3.8333333333333335,Place
"Diesel Cafe",42.39572,-71.12194,02144,5.0,Place
"Mike's Restaurant ",42.39671,-71.12267,02144,-2.0,Place
"Taipei Tokyo",42.39703,-71.12284,02144,,Place
"El Rio",37.74674,-122.41933,94110,4.166666666666667,Place
"Blue Shirt Cafe",42.39621,-71.12188,02144,4.166666666666667,Place
"Foundry on Elm",42.39552,-71.12188,02144,3.6666666666666665,Place
"Dharma Yoga",30.29844,-97.74125,78705,,Place
"McKinnon's Meat Market",42.39516,-71.1216,02144,-0.8333333333333334,Place
"Q Center",45.55364,-122.67563,97217,4.833333333333333,Place
"Sligo Pub",42.39508,-71.12156,02144,-2.3333333333333335,Place
"Gay Friendly Coffee house at center of Gay Club Scene in Austin, TX",30.26694,-97.74571,78701,,Place
"Tin Shed Garden Cafe",45.55902,-122.65087,97211,5.0,Place
"Celebration Church",30.51985,-97.68638,78664,-4.5,Place
"Owls Nest North Collaboration",45.54909,-122.66088,97212,3.0,Place
"Round Rock Premium Outlets",30.49631,-97.68095,78664,,Place
"Austin Shambhala Meditation Center",30.25053,-97.7608,78704,5.0,Place
"Round Rock Donuts ",30.50951,-97.67977,78664,1.6666666666666667,Place
"Hip Hounds",30.46769,-97.65833,78664,1.3333333333333333,Place
"Juarez Mexican Bakery",30.49525,-97.67536,78664,1.6666666666666667,Place
"Dell Diamond",30.52744,-97.63094,78665,1.5,Place
"Cafe Java",30.49519,-97.65467,78664,1.8333333333333333,Place
"Pluckers Wing Bar",30.49908,-97.67942,78664,-1.1666666666666667,Place
"Sandella's Flat Bread Cafe",30.55631,-97.68788,78665,1.6666666666666667,Place
"Spec's Wine, Liquor, and Finer Foods",30.55631,-97.68788,78665,0.0,Place
"ALDI",42.40658,-71.08229,02155,0.0,Place
"Local Philly LGBTQ-friendly Cafe",39.93031,-75.16282,19147,4.0,Place
"The Brick Bar & Joe's",32.81047,-96.81919,75219,0.0,Place
"Club Cafe",42.34854,-71.0723,02116,4.833333333333333,Place
"3M ",45.03252,-93.09415,55117,4.583333333333333,Place
"Abercrombie & Fitch",40.08782,-82.77822,43054,4.583333333333333,Place
"Accenture Ltd. ",41.88474,-87.63071,60601,4.833333333333333,Place
"Acer",37.32881,-121.8941,95110,-0.3333333333333333,Place
"Adobe Systems Inc. ",37.32953,-121.89538,95110,4.0,Place
"AIG",40.70642,-74.00744,10005,3.8333333333333335,Place
"Alcatel - Lucent ",40.68173,-74.40156,07974,5.0,Place
"The Allstate Corp. ",42.10099,-87.8709,60062,3.4166666666666665,Place
"Amazon",47.59255,-122.31598,98144,3.8333333333333335,Place
"AMC Entertainment Inc. ",39.10265,-94.58323,64105,,Place
"American Express Co. ",40.71397,-74.0147,10080,4.833333333333333,Place
"American Airlines ",32.82821,-97.05035,76155,4.5,Place
"AT&T ",32.77953,-96.79891,75202,4.833333333333333,Place
"Atmos Energy",32.92345,-96.81755,75244,,Place
"AutoZone",35.14191,-90.05564,38103,-4.333333333333333,Place
"BJ's Wholesale Club",42.28829,-71.57702,01581,-3.6666666666666665,Place
"Bank of America",35.22718,-80.84213,28202,5.0,Place
"Barnes and Noble",40.73825,-73.99217,10011,4.833333333333333,Place
"Bed Bath and Beyond",40.69706,-74.30485,07083,-1.5,Place
"Berkshire Hathaway",41.25754,-95.96555,68131,-3.5,Place
"BP America",29.78078,-95.62909,77079,2.9166666666666665,Place
"Burger King Corp",25.78301,-80.28711,33126,-0.75,Place
"Elixir Lounge",41.94516,-87.64945,60657,4.5,Place
"Apple Inc. ",37.33169,-122.03052,95014,5.0,Place
"Campbell Soup Co. ",39.94007,-75.10833,08103,4.583333333333333,Place
"Casey's General Store",41.70288,-93.57172,50021,-5.0,Place
"Caterpillar Inc",40.6919,-89.58915,61602,2.3333333333333335,Place
"Kaiser Permanente",37.81005,-122.2645,94612,3.5833333333333335,Place
"CBS Corp",40.76939,-73.98982,10019,,Place
"Clear Channel Media Holdings ",29.49228,-98.47998,78209,2.0,Place
"Chrysler LLC",42.65435,-83.23367,48326,3.75,Place
"The Coca-Cola Company",33.77126,-84.39729,30313,3.8333333333333335,Place
"Kellogg's Co.",42.32006,-85.18558,49017,3.9166666666666665,Place
"Comcast Corp. ",39.98443,-75.17259,19121,2.6666666666666665,Place
"Kenneth Cole Productions Inc.",40.76613,-73.99518,10019,3.5833333333333335,Place
"Kimberly-Clark Corp.",32.86985,-96.95018,75039,2.75,Place
"Kimpton Hotels & Restaurants",37.79017,-122.4037,94104,5.0,Place
"Kohl's Corporation",43.11937,-88.12294,53051,-0.8333333333333334,Place
"Kraft Foods",42.10838,-87.79631,60093,3.5833333333333335,Place
"ConocoPhilips",29.78827,-95.61559,77079,0.5833333333333334,Place
"Coscto Wholesale Corp. ",47.54881,-122.05041,98027,3.8333333333333335,Place
"Cracker Barrel Old Country Store Inc. ",36.22724,-86.31866,37087,0.0,Place
"Kroger, Co.",40.08358,-82.89582,43081,2.5,Place
"LL Bean, Inc.",43.84862,-70.11009,04032,0.5,Place
"Land O'Lakes Inc.",45.0635,-93.15136,55112,2.25,Place
"Levi Strauss & Co.",37.80179,-122.40231,94111,3.75,Place
"LexisNexis Group",39.61439,-84.22975,45342,2.0,Place
"Lexmark International, Inc.",38.07259,-84.49113,40511,1.9166666666666667,Place
"KBR, Inc.",29.75317,-95.37239,77002,-2.0833333333333335,Place
"Lockheed Martin",39.03099,-77.13894,20817,,Place
"Loews Corporation",40.76451,-73.97031,10065,0.5,Place
"Lowe's Companies Inc.",35.54321,-80.85296,28117,-0.4166666666666667,Place
"Macy's Inc",39.10373,-84.51413,45202,2.0,Place
"Dell Inc. ",30.48688,-97.66689,78664,3.5833333333333335,Place
"Delta Airlines",33.65761,-84.4231,30354,3.4166666666666665,Place
"Dicks Sporting Goods Inc. ",40.51096,-80.26827,15108,-3.6666666666666665,Place
"Dillard's Inc. ",34.75342,-92.28775,72201,-1.25,Place
"DIRECTV",33.93085,-118.38649,90245,2.0,Place
"DISH Network Corp. ",39.54605,-104.85579,80112,-4.083333333333333,Place
"E*TRADE Financial Group",40.76029,-73.9809,10020,,Place
"eBay Inc.",37.37787,-121.92182,95131,4.166666666666667,Place
"Edison Intl",34.05321,-118.08176,91770,-3.25,Place
"Eli Lilly & Co. ",39.75623,-86.15488,46225,3.75,Place
"EMC Corp. ",42.1951,-71.54424,01748,3.5,Place
"The Este Lauder Companies Inc.",40.76386,-73.9725,10153,2.5833333333333335,Place
"Expedia Inc. ",47.61355,-122.19649,98004,2.3333333333333335,Place
"Johnny D's Uptown Restaurant & Music Club ",42.39722,-71.12299,02144,,Place
"Exxon Mobile Corp. ",32.89088,-96.94746,75039,-4.583333333333333,Place
"Manpower Inc.",43.04906,-87.91315,53212,-0.3333333333333333,Place
"Gap Inc. ",37.79052,-122.39063,94105,5.0,Place
"General Dynamics Corp. ",38.8694,-77.2149,22042,2.0,Place
"General Electric Co. ",41.21992,-73.25368,06825,0.5833333333333334,Place
"General Mills Inc. ",44.9937,-93.39173,55427,3.5833333333333335,Place
"General Motors",42.33014,-83.03832,48243,3.5833333333333335,Place
"Genzyme Corp. ",42.36091,-71.10132,02139,,Place
"GlaxoSmithKline plc",39.95681,-75.1662,19102,3.5,Place
"Goodyear Tire & Rubber Co.",41.0658,-81.4828,44305,-3.3333333333333335,Place
"Google Inc. ",37.42114,-122.0853,94043,5.0,Place
"H&R Block Inc.",39.07724,-94.57085,64109,,Place
"Hyatt Hotels Corp",41.88096,-87.63672,60606,4.25,Place
"ING North America Insurance Corp.",33.9121,-84.42357,30327,3.5833333333333335,Place
"Intel Corp. ",37.38775,-121.96311,95054,3.5,Place
"InterContinental Hotels Group Americas",33.92093,-84.33523,30346,1.3333333333333333,Place
"J.C. Penney Co. Inc.",33.09271,-96.83948,75034,3.5833333333333335,Place
"Marriott International Inc.",39.0127,-77.13326,20817,3.0833333333333335,Place
"Mars Inc.",38.93746,-77.182,22101,0.5,Place
"Marsh & McLennan Companies Inc",40.75683,-73.98217,10036,2.4166666666666665,Place
"University of Michigan Spectrum Center",42.27477,-83.7408,48109,5.0,Place
"Massachusetts Mutual Life Insurance Co.",42.11719,-72.54807,01111,2.4166666666666665,Place
"McGraw-Hill Companies, Inc.",40.75938,-73.98181,10020,2.1666666666666665,Place
"McKesson Health Solutions ",37.78878,-122.40258,94104,0.0,Place
"McKinsey & Co. Inc.",40.75879,-73.9745,10022,3.1666666666666665,Place
"MeadWestvaco Corporation",37.53599,-77.44203,23219,0.16666666666666666,Place
"Meijer, Inc.",43.01875,-85.72505,49544,,Place
"Men's Wearhouse Inc.",29.70869,-95.5627,77072,-0.16666666666666666,Place
"Chantal Guillon Macarons",37.77676,-122.42372,94102,2.5,Place
"Merck & Co Inc",40.64063,-74.77352,08889,2.5,Place
"MetLife, Inc.",40.75639,-73.97857,10017,,Place
"MGM Resorts International",36.11185,-115.17699,89109,3.6666666666666665,Place
"Microsoft Corporation",47.70703,-122.13084,98052,4.333333333333333,Place
"MillerCoors, LLC.",41.87868,-87.63698,60606,3.5,Place
"Mirant Corporation",33.93001,-84.35125,30328,-1.3333333333333333,Place
"Mohawk Industries, Inc.",34.47469,-84.94288,30701,-1.75,Place
"Monsanto Co.",38.66947,-90.39994,63141,1.25,Place
"Morgan Stanley",40.76199,-73.98421,10019,3.5833333333333335,Place
"Morningstar Inc.",41.88332,-87.62878,60602,2.3333333333333335,Place
"Motorola Solutions",42.07144,-88.05361,60173,3.6666666666666665,Place
"Murphy Oil Corporation",33.21449,-92.66213,71730,,Place
"Mutual of Omaha Insurance Co",41.25973,-95.96167,68131,,Place
"Roscoe's",41.94335,-87.64948,60657,4.833333333333333,Place
"Pacific Medical Group, North Portland",45.56978,-122.69564,97217,-4.166666666666667,Place
"Mio Sushi, Killingsworth Locatoin",45.56276,-122.69539,97217,2.8333333333333335,Place
"Bike Farm",45.55778,-122.66239,97211,3.6666666666666665,Place
"Dr Christine Liu, Dentist",45.61036,-122.67583,97217,3.6666666666666665,Place
"Boulevard Tacos",45.56979,-122.68712,97217,4.833333333333333,Place
"Rickshaw Stop",37.77595,-122.42045,94102,3.5,Place
"Golden Gate Park",37.809,-122.41236,94133,,Place
"Los Gatos Bar And Grill (LGBG)",37.22566,-121.9826,95030,0.0,Place
"The Crow's Nest Restaurant",36.96334,-122.00131,95062,0.0,Place
"American University",38.93628,-77.08729,20016,3.0,Place
"Amarin ",32.74803,-117.15111,92103,4.0,Place
"Panera",32.7494,-117.15305,92103,0.0,Place
"Nationwide Insurance",39.96888,-83.00275,43215,3.8333333333333335,Place
"Navistar International Corporation",41.80964,-88.16709,60555,-2.4166666666666665,Place
"NCR Corporation",33.96748,-84.10194,30096,,Place
"Nestl Purina PetCare Company",38.61945,-90.19714,63102,-0.5833333333333334,Place
"NetApp, Inc.",37.4113,-122.01206,94089,3.3333333333333335,Place
"New York Life Insurance Company",40.74296,-73.98619,10010,2.4166666666666665,Place
"The New York Times Company",40.75615,-73.99021,10018,4.083333333333333,Place
"Nielsen & Co.",40.73099,-73.99187,10003,3.1666666666666665,Place
"Pure Ultra Lounge",30.2668,-97.73867,78701,,Place
"NII Holdings, Inc.",38.9583,-77.36036,20190,-4.0,Place
"Nike Inc.",45.50684,-122.82487,97005,4.583333333333333,Place
"Nissan North America Inc.",35.96248,-86.49523,37167,-1.3333333333333333,Place
"Nokia Inc",32.8951,-96.96836,75039,1.8333333333333333,Place
"Brix Night Club",37.33067,-121.88662,95113,0.0,Place
"Nordstrom Inc.",47.61188,-122.33626,98101,5.0,Place
"Norfolk Southern Corporation",36.84545,-76.28809,23510,,Place
"Nortel Networks Corp",32.97998,-96.7111,75082,0.0,Place
"Office Depot Headquarters",26.40529,-80.12023,33487,4.416666666666667,Place
"OfficeMax ",41.80473,-88.15145,60563,3.0,Place
"Omnicom Group Inc ",40.7575,-73.97515,10022,0.8333333333333334,Place
"Oracle Corporation",37.53001,-122.26243,94065,4.916666666666667,Place
"Orbitz Worldwide, Inc.",41.88215,-87.63996,60661,4.583333333333333,Place
"Hands On Medicine",45.56196,-122.66881,97217,-5.0,Place
"The Owl",41.92719,-87.70413,60647,,Place
"O'Reilly Auto Parts",37.20813,-93.24975,65802,-3.0833333333333335,Place
"Oshkosh Corporation   ",43.98346,-88.54649,54902,-2.1666666666666665,Place
"Cole's ",41.92355,-87.69893,60647,2.5,Place
"Owens-Illinois Inc.",41.52846,-83.64766,43551,-2.9166666666666665,Place
"Paccar Inc.",47.61617,-122.19964,98004,,Place
"Pacific Life Insurance Co   ",33.61968,-117.87822,92660,3.25,Place
"PacifiCorp   ",45.53069,-122.65976,97232,2.75,Place
"Palm Management Corporation ",38.90578,-77.03938,20036,1.75,Place
"Pfizer Inc   ",40.75,-73.97277,10017,4.666666666666667,Place
"PG&E Corporation ",37.7941,-122.39511,94105,4.833333333333333,Place
"Prudential Mortgage Capital   ",40.73664,-74.17169,07102,4.333333333333333,Place
"Raytheon      ",42.40575,-71.2825,02451,4.166666666666667,Place
"Sidetrack",41.94331,-87.64934,60657,4.583333333333333,Place
"Native Foods ",41.93981,-87.65506,60657,4.833333333333333,Place
"Buger Lounge",32.74831,-117.16098,92103,4.5,Place
"Saigon on Fifth",32.74836,-117.16058,92103,0.0,Place
"Crepevine",37.76685,-122.42905,94114,3.0,Place
"Aspens Market",43.5318,-110.842,83014,2.1666666666666665,Place
"Katie Bloom's",37.28725,-121.94337,95008,,Place
"Aqui, Mexican Food",37.28716,-121.94643,95008,0.0,Place
"San Francisco Museum of Modern Art",37.78566,-122.40125,94105,3.8333333333333335,Place
"Starbelly Restaurant ",37.76418,-122.43255,94114,2.8333333333333335,Place
"Center on Halsted",41.94888,-87.6498,60613,5.0,Place
"PepsiCo Inc.   ",41.03868,-73.69631,10577,,Place
"Pinnacle West Capital Corporation     ",33.45277,-112.06785,85004,-1.25,Place
"PNC Financial Services Group Inc  ",40.44092,-80.00082,15222,3.25,Place
"PNM Resources Inc. ",35.08273,-106.6522,87102,-2.0833333333333335,Place
"Polaroid Corporation",38.60266,-85.76154,47177,-1.9166666666666667,Place
"Polo Ralph Lauren",40.75241,-73.97177,10017,0.25,Place
"Portland General Electric",45.30328,-122.94699,97132,0.0,Place
"Praxair Distribution Inc  ",41.38898,-73.51639,06810,0.08333333333333333,Place
"The Procter & Gamble Company    ",39.10309,-84.50634,45202,3.6666666666666665,Place
"Progressive Insurance ",41.53515,-81.45128,44143,3.4166666666666665,Place
"Prudential Mortgage Capital    ",40.73664,-74.17169,07102,4.166666666666667,Place
"Qualcomm ",32.8956,-117.19731,92121,3.25,Place
"R.R. Donnelley & Sons Company ",41.88052,-87.6367,60606,2.5833333333333335,Place
"RadioShack Corporation ",32.75685,-97.3378,76102,0.5,Place
"Recreational Equipment Inc.",47.39859,-122.25074,98032,2.25,Place
"Reliance Steel & Aluminum Co ",34.05166,-118.25139,90071,-2.75,Place
"Fiesta Cantina",34.08519,-118.38378,90069,4.333333333333333,Place
"Trunks",34.08581,-118.38333,90069,4.166666666666667,Place
"Hamburger Mary's ",34.09061,-118.37003,90069,,Place
"Replacements, Ltd.    ",36.06136,-79.68079,27301,4.833333333333333,Place
"Reynolds American Inc      ",36.09867,-80.24398,27101,1.5833333333333333,Place
"S.C Johnson & Son, Inc.    ",42.71517,-87.79069,53403,3.6666666666666665,Place
"Safeway Inc ",37.6972,-121.93304,94588,,Place
"Hair Club",36.84993,-76.42763,23321,3.3333333333333335,Place
"Hair Club",39.9102,-74.9393,08053,3.3333333333333335,Place
"Hair Club",40.59606,-111.90652,84070,3.3333333333333335,Place
"Hair Club",33.5056,-112.03715,85016,3.3333333333333335,Place
"Hair Club",30.44401,-97.6963,78728,3.3333333333333335,Place
"Hair Club",36.16882,-115.21856,89107,3.5,Place
"Hair Club",34.09089,-118.39251,90069,3.3333333333333335,Place
"Hair Club",44.85963,-93.31864,55431,3.3333333333333335,Place
"Sara Lee Corp    ",41.82325,-88.03198,60515,2.9166666666666665,Place
"Hair Club",33.90111,-84.45113,30339,,Place
"Hair Club",39.60848,-104.89778,80111,,Place
"Hair Club",33.78185,-117.86177,92868,3.3333333333333335,Place
"Hair Club",34.73896,-92.39963,72211,3.3333333333333335,Place
"Hair Club",41.71839,-71.47445,02886,3.3333333333333335,Place
"Hair Club",50.96456,-114.07318,10380,0.0,Place
"Hair Club",41.89314,-87.62368,60611,3.3333333333333335,Place
"Hair Club",39.21461,-76.87045,21044,3.3333333333333335,Place
"Hair Club",41.84744,-87.9864,60181,3.3333333333333335,Place
"Sempra Energy    ",32.71925,-117.16339,92101,4.166666666666667,Place
"Shell     ",29.75903,-95.36749,77002,3.1666666666666665,Place
"Sirius XM Radio Inc ",40.75556,-73.98362,10036,3.3333333333333335,Place
"SLM Corporation ",39.68408,-75.66102,19713,-1.75,Place
"Los Angeles County Museum of Art (LACMA)",34.06284,-118.35773,90036,4.0,Place
"Porto's Bakery & Cafe",34.1677,-118.34676,91505,4.0,Place
"Bio Blood Components Inc.",41.58783,-87.33699,46407,-5.0,Place
"Crew Bar and Grill",41.96925,-87.65987,60640,4.0,Place
"Apple Store",37.80049,-122.43819,94123,2.3333333333333335,Place
"On Mars",37.77147,-122.43009,94117,2.8333333333333335,Place
"Blue Bottle Coffee",37.77633,-122.42327,94102,2.8333333333333335,Place
"Tempest Bar",37.78124,-122.4063,94103,2.0,Place
"Santa Rita Tex Mex Cantina",30.30623,-97.74531,78756,3.8333333333333335,Place
"THE HEARTY BOYS RESTAURANT",41.95185,-87.64929,60613,4.166666666666667,Place
"Hash House A Go Go",32.74434,-117.16045,92103,5.0,Place
"Jack In The Box",37.06291,-122.00456,95066,,Place
"McDonalds",37.04729,-122.0315,95066,0.0,Place
"Antioch University ",33.9875,-118.38464,90230,4.0,Place
"Triangle Square ",34.10014,-118.32813,90028,5.0,Place
"Los Angeles Gay and Lesbian Center",34.10062,-118.33272,90028,5.0,Place
"Starwood Hotels & Resorts Worldwide, Inc ",41.01619,-73.72546,10605,4.583333333333333,Place
"SUPERVALU Inc ",44.87606,-93.41164,55344,4.75,Place
"Symantec ",37.39805,-122.05351,94043,4.75,Place
"Tech Data Corporation    ",27.91713,-82.70784,33760,0.0,Place
"The Center Orange County",33.75942,-117.86508,92701,5.0,Place
"Yogurt Land, Capitola",36.97785,-121.96694,95010,,Place
"Yogurt Land, Almaden",37.25803,-121.87637,95118,,Place
"Target Corporation",44.97394,-93.27505,55403,3.75,Place
"Midnight Sun",37.76086,-122.43434,94114,4.166666666666667,Place
"Wheatsville Food Co-op",30.29752,-97.74102,78705,3.5,Place
"Tiffany & Co. ",40.76284,-73.97402,10022,4.166666666666667,Place
"Time Warner Cable Inc   ",40.768,-73.98355,10019,4.166666666666667,Place
"Time Warner Inc.",40.76878,-73.98315,10019,4.666666666666667,Place
"TW Foods",42.38369,-71.13436,02138,2.8333333333333335,Place
"TJX Companies",42.27879,-71.57318,01581,4.666666666666667,Place
"Lineage",42.34127,-71.12112,02446,4.0,Place
"The Hawthorne",42.34877,-71.09499,02215,,Place
"T-Mobile USA    ",47.57613,-122.16768,98006,0.0,Place
"Toyota Motor Sales, U.S.A., Inc.   ",33.85855,-118.309,90501,4.666666666666667,Place
"Toys R Us National Headquarters ",40.97944,-74.25449,07470,1.25,Place
"Unilever Bestfoods ",40.89236,-73.94488,07632,4.666666666666667,Place
"Mazzoni Center- Family and Community Medicine",39.94704,-75.15507,19107,4.666666666666667,Place
"Union Pacific Railroad Co    ",41.25888,-95.93484,68179,-0.4166666666666667,Place
"Gold's Gym Uptown - Dallas",32.79515,-96.80243,75201,,Place
"Wooden Shoe Books- anarchist and radical literature",39.9422,-75.15412,19147,,Place
"Hydrate",41.94683,-87.64949,60657,5.0,Place
"Topshop",41.89785,-87.62462,60611,3.6666666666666665,Place
"Suddenly Slimmer Wellness Center & Day Spa",33.49519,-112.01014,85018,3.8333333333333335,Place
"Debonair Social Club",41.91005,-87.67711,60622,,Place
"Jack's On Halsted",41.94015,-87.64914,60657,3.1666666666666665,Place
"Westfield Valley Fair Mall",37.3236,-121.94588,95128,0.0,Place
"SPLASH Video Dance Bar",37.33489,-121.89088,95113,0.0,Place
"Bourbon Street",32.76137,-117.14641,92116,,Place
"Filter Coffee House",32.74829,-117.15143,92103,,Place
"The Plough & Stars",42.36832,-71.10869,02139,2.1666666666666665,Place
"Cafe Luna",42.36357,-71.10054,02139,4.5,Place
"The Field ",42.36585,-71.10358,02139,1.3333333333333333,Place
"Brookline Lunch",42.36366,-71.10173,02139,3.5,Place
"Mass Ave Diner",42.3681,-71.10879,02139,2.1666666666666665,Place
"Clear Conscience Cafe ",42.36502,-71.10276,02139,4.666666666666667,Place
"Redbones",42.39509,-71.1223,02144,4.5,Place
"Sam LaGrassa's ",42.35683,-71.06003,02108,1.6666666666666667,Place
"Ruth's Chris ",42.35783,-71.05962,02108,1.8333333333333333,Place
"The Oceanaire Seafood Room ",42.35919,-71.05936,02108,,Place
"Fill-A-Buster",42.35848,-71.06274,02108,3.6666666666666665,Place
"21st Amendment ",42.35837,-71.06269,02108,3.1666666666666665,Place
"Stoddard's Fine Food & Ale ",42.35508,-71.06175,02111,4.5,Place
"OUTDANCING",45.52181,-122.65619,97214,0.0,Place
"The Beverly Center",34.07595,-118.37661,90048,4.5,Place
"The Grove",34.07173,-118.35714,90036,4.0,Place
"The Huntington",34.12946,-118.10987,91108,,Place
"The Getty",34.07905,-118.47441,90049,3.1666666666666665,Place
"Cafe D' Etoile",34.08431,-118.38532,90069,3.8333333333333335,Place
"Hugo's",34.0908,-118.37286,90069,3.0,Place
"Cafe La Boheme",34.09036,-118.37349,90069,3.6666666666666665,Place
